Local time,Open,High,Low,Close,Volume
20.04.2020 04:37:00.000 GMT+0100,0.96826,0.96826,0.96816,0.96816,33.81
20.04.2020 04:38:00.000 GMT+0100,0.96817,0.96828,0.96817,0.96824,35.16
20.04.2020 04:39:00.000 GMT+0100,0.96824,0.96825,0.96821,0.96823,52.31
20.04.2020 04:40:00.000 GMT+0100,0.96823,0.96823,0.96820,0.96822,38.05
20.04.2020 04:41:00.000 GMT+0100,0.96821,0.96822,0.96818,0.96820,21.73
20.04.2020 04:42:00.000 GMT+0100,0.96818,0.96818,0.96813,0.96816,37.39
20.04.2020 04:43:00.000 GMT+0100,0.96811,0.96819,0.96811,0.96818,20.06
20.04.2020 04:44:00.000 GMT+0100,0.96819,0.96819,0.96810,0.96815,67.13
20.04.2020 04:45:00.000 GMT+0100,0.96815,0.96824,0.96815,0.96824,39.19
20.04.2020 04:46:00.000 GMT+0100,0.96824,0.96824,0.96824,0.96824,6.89
20.04.2020 04:47:00.000 GMT+0100,0.96825,0.96828,0.96825,0.96825,19.96
20.04.2020 04:48:00.000 GMT+0100,0.96825,0.96833,0.96825,0.96831,38.96
20.04.2020 04:49:00.000 GMT+0100,0.96835,0.96839,0.96831,0.96835,35.87
20.04.2020 04:50:00.000 GMT+0100,0.96836,0.96838,0.96833,0.96838,42.13
20.04.2020 04:51:00.000 GMT+0100,0.96838,0.96839,0.96838,0.96839,40.57
20.04.2020 04:52:00.000 GMT+0100,0.96839,0.96845,0.96839,0.96844,76.94
20.04.2020 04:53:00.000 GMT+0100,0.96843,0.96844,0.96835,0.96835,43.96
20.04.2020 04:54:00.000 GMT+0100,0.96836,0.96839,0.96835,0.96839,24.69
20.04.2020 04:55:00.000 GMT+0100,0.96840,0.96843,0.96832,0.96832,91.06
20.04.2020 04:56:00.000 GMT+0100,0.96833,0.96834,0.96833,0.96833,12.05
20.04.2020 04:57:00.000 GMT+0100,0.96834,0.96834,0.96831,0.96832,36.1
20.04.2020 04:58:00.000 GMT+0100,0.96832,0.96834,0.96827,0.96827,46.7
20.04.2020 04:59:00.000 GMT+0100,0.96828,0.96831,0.96825,0.96830,28.71
20.04.2020 05:00:00.000 GMT+0100,0.96831,0.96831,0.96815,0.96818,28.97
